,datetime,sender,message,sentiment_score
10831,2020-03-12 07:58:00,Amu Delhi,<Media omitted>,0
10832,2020-03-12 07:58:00,Amu Delhi,My office money plant,0
10833,2020-03-12 07:58:00,Amu Delhi,<Media omitted>,0
10834,2020-03-12 07:58:00,Amu Delhi,<Media omitted>,0
10835,2020-03-12 13:56:00,Amu Delhi,Boo,0
10836,2020-03-12 22:28:00,Amu Delhi,Call ksrna jab aaoge,0
10837,2020-03-12 22:28:00,Amu Delhi,Darwaja laga liya hai,0
10839,2020-03-12 22:29:00,Amu Delhi,So jau?,0
10840,2020-03-12 22:30:00,Abhishek,"Amu, waise mat band karo darwaja",0
10841,2020-03-12 22:30:00,Abhishek,Mai aa jaunga,0
10842,2020-03-12 22:30:00,Abhishek,Warna tumko uthana padega,0
10843,2020-03-12 22:30:00,Amu Delhi,Hawa chal rahi hai,0
10844,2020-03-12 22:30:00,Amu Delhi,Patak raha hai,0
10845,2020-03-12 22:30:00,Amu Delhi,Isliye laga liya hai,0
10846,2020-03-12 22:30:00,Abhishek,To batao,0
10847,2020-03-12 22:30:00,Amu Delhi,Uth jaungi.. time bhi toh check karna hai 😛🙈,0
10848,2020-03-12 22:31:00,Amu Delhi,Abhi movie dekh rahi hu,0
10850,2020-03-13 19:45:00,Amu Delhi,Babdu,0
10851,2020-03-13 19:45:00,Amu Delhi,🙋🏻‍♀️,0
10852,2020-03-13 19:46:00,Amu Delhi,😽,0
10853,2020-03-13 19:46:00,Amu Delhi,👻,0
10854,2020-03-13 19:46:00,Amu Delhi,I know u are reading this,0
10855,2020-03-15 14:00:00,Amu Delhi,<Media omitted>,0
10856,2020-03-15 14:01:00,Amu Delhi,Super marche,0
10857,2020-03-16 10:53:00,Amu Delhi,3 couriers arriving today,0
10858,2020-03-16 10:53:00,Amu Delhi,Courier aate hi uska cover open karke phek dena,0
10859,2020-03-16 10:53:00,Amu Delhi,Phir andar wala packet sanitizer se saaf karna,0
10860,2020-03-16 10:54:00,Amu Delhi,Phir handle karna usko,0
10863,2020-03-16 12:12:00,Amu Delhi,Wfh declared in our office too,0
10864,2020-03-16 12:12:00,Amu Delhi,Till 29th march,0
10865,2020-03-16 12:29:00,Abhishek,🤘,0
10866,2020-03-16 15:46:00,Amu Delhi,Bubbbbuuuu,0
10867,2020-03-16 16:51:00,Amu Delhi,Cabs will start a bit late today,0
10868,2020-03-16 16:51:00,Amu Delhi,As everyone is going home.,0
10869,2020-03-16 17:44:00,Amu Delhi,Left bui,0
10870,2020-03-16 17:44:00,Amu Delhi,Yay,0
10871,2020-03-16 17:44:00,Amu Delhi,Vacation mode onnn,0
10872,2020-03-16 19:58:00,Abhishek,Kaha pahunchi ams,0
10873,2020-03-16 20:18:00,Amu Delhi,Abs. Was. sleeping,0
10874,2020-03-16 20:18:00,Amu Delhi,First drop hua,0
10875,2020-03-16 20:18:00,Amu Delhi,30 mins,0
10876,2020-03-16 20:19:00,Amu Delhi,☹️,0
10878,2020-03-16 20:19:00,Amu Delhi,Aaj sab log the cab me. Aur sabko ghar tak chhod rahe hai,0
10879,2020-03-16 20:19:00,Amu Delhi,Chalo aa rhai hu,0
10880,2020-03-16 20:19:00,Amu Delhi,Headaches happens,0
10882,2020-03-16 21:08:00,Amu Delhi,Two suspects of conona irus in jalvayu tower,0
10883,2020-03-16 21:08:00,Amu Delhi,Sector 56,0
10884,2020-03-16 21:08:00,Amu Delhi,Aaj poori medical team pahunchi thi wahan,0
10885,2020-03-16 21:08:00,Amu Delhi,Wating for test results,0
10886,2020-03-16 21:10:00,Abhishek,Maids se puchho ki wo log to nahi jati waha,0
10887,2020-03-16 21:10:00,Abhishek,Kal,0
10889,2020-03-18 21:20:00,Amu Delhi,Raat me aa rahe ho ya staying?,0
10890,2020-03-18 21:21:00,Abhishek,Batata hu,0
10891,2020-03-18 21:21:00,Amu Delhi,Hmm..,0
10893,2020-03-18 21:21:00,Amu Delhi,Drama...,0
10894,2020-03-18 21:21:00,Abhishek,🥴,0
10895,2020-03-18 21:22:00,Abhishek,<Media omitted>,0
10896,2020-03-18 21:22:00,Amu Delhi,Only once in two weeks u can stay. Use it wisely 👻,0
10897,2020-03-18 21:22:00,Amu Delhi,Ye bandar kaun hai?,0
10898,2020-03-18 21:22:00,Abhishek,<Media omitted>,0
10899,2020-03-18 21:31:00,Amu Delhi,Bandar,0
10900,2020-03-18 23:29:00,Amu Delhi,Buiu,0
10901,2020-03-18 23:29:00,Amu Delhi,Aaiye na,0
10902,2020-03-18 23:29:00,Abhishek,Whiskey pee rahe hain. Kal Chetan ka wfh hai,0
10903,2020-03-18 23:29:00,Abhishek,<Media omitted>,0
10904,2020-03-18 23:29:00,Amu Delhi,Toh nai aaoge?,0
10905,2020-03-18 23:29:00,Abhishek,Aaunga,0
10907,2020-03-18 23:30:00,Amu Delhi,Jaldi aao.. Huggies karna hai,0
10908,2020-03-19 00:41:00,Abhishek,Ams battery v low,0
10909,2020-03-19 00:41:00,Abhishek,Aaj nai aaunga,0
10910,2020-03-19 00:43:00,Abhishek,Mil gaya charger,0
10912,2020-03-19 02:47:00,Abhishek,Late ho gaya,0
10914,2020-03-19 03:32:00,Amu Delhi,Aa jao,0
10915,2020-03-19 10:28:00,Abhishek,Boo abhi ek meeting aur hai,0
10916,2020-03-19 10:28:00,Abhishek,Karke aata hu,0
10917,2020-03-19 14:40:00,Amu Delhi,<Media omitted>,0
10918,2020-03-19 17:34:00,Amu Delhi,Kya be,0
10919,2020-03-19 17:34:00,Amu Delhi,Wahan jake bhi so rshe ho?,0
10920,2020-03-19 18:22:00,Abhishek,Boo,0
10921,2020-03-19 18:22:00,Abhishek,Uth gaya,0
10922,2020-03-19 19:22:00,Amu Delhi,Phir gaye kyu the?,0
10923,2020-03-19 19:22:00,Amu Delhi,🙄,0
10924,2020-03-19 19:22:00,Amu Delhi,😞,0
10925,2020-03-19 19:23:00,Abhishek,Arey,0
10926,2020-03-19 19:23:00,Abhishek,Aadhe ghante soya sirf,0
10927,2020-03-19 19:23:00,Abhishek,Abhi bhi kaam kar raha hu,0
10930,2020-03-20 12:59:00,Amu Delhi,Babbuu,0
10931,2020-03-20 12:59:00,Amu Delhi,👻👻👻,0
10932,2020-03-20 13:00:00,Amu Delhi,Billo rani,0
10933,2020-03-20 13:00:00,Amu Delhi,So gaya kya?,0
10934,2020-03-20 22:39:00,Abhishek,https://thespeaktoday.com/2020/03/15/china-officially-announces-victory-over-the-corona-virus/,0
10935,2020-03-22 07:30:00,Amu Delhi,https://www.mercurynews.com/virus-drug-touted-by-president-trump-elon-musk-can-kill-with-just-two-gram-dose,0
10936,2020-03-22 07:30:00,Amu Delhi,Hydroxycloroquine can kill,0
10937,2020-03-24 15:32:00,Amu Delhi,Kitne baje tak hai tumhari meeting?,0
10938,2020-03-24 16:51:00,Amu Delhi,Fffhhhrrruuuuaaahh,0
10939,2020-03-24 16:52:00,Abhishek,Brrrrhhhhhhhhuahh,0
10941,2020-03-24 16:52:00,Amu Delhi,😭😭😭,0
10942,2020-03-25 11:29:00,Amu Delhi,Tomato 1kg,0
10943,2020-03-25 12:54:00,Amu Delhi,Lemon 250g,0
10944,2020-03-25 14:40:00,Amu Delhi,Abhi.. police bahot ghoom rahi hai bahar,0
10945,2020-03-25 14:40:00,Amu Delhi,And questioning ya lathi charging ppl roaming outside,0
10946,2020-03-25 14:40:00,Amu Delhi,Take care,0
10948,2020-03-25 15:21:00,Amu Delhi,Yaar abhi ajeeb ajjeb videos bahar aa rahe hai,0
10949,2020-03-25 15:21:00,Amu Delhi,Police bahot berehmi se pitai kar rahi hai agar koi bahar paaya gaya toh,0
10950,2020-03-25 15:21:00,Amu Delhi,☹️,0
10951,2020-03-25 15:21:00,Amu Delhi,Tum jaldi ghar aa jao,0
10953,2020-03-27 03:37:00,Abhishek,Issue ho gaya resolved,0
10954,2020-03-29 19:00:00,Amu Delhi,Rantac suspension. Elaichi flavour,0
10955,2020-03-30 19:35:00,Amu Delhi,Kali mirch,0
10956,2020-03-30 19:35:00,Amu Delhi,Kitchen king masala,0
10957,2020-03-30 19:35:00,Amu Delhi,Garam masala,0
10958,2020-03-30 19:35:00,Amu Delhi,Rusk,0
10959,2020-03-30 19:35:00,Amu Delhi,Biscuits,0
10960,2020-03-30 19:35:00,Amu Delhi,Bread,0
10961,2020-03-30 19:37:00,Amu Delhi,Agarbatti,0
10962,2020-03-30 19:37:00,Amu Delhi,Hari Darshan dhoop,0
10963,2020-03-30 23:46:00,Abhishek,<Media omitted>,0
10964,2020-03-31 08:02:00,Amu Delhi,😂😂,0
10965,2020-04-01 17:28:00,Amu Delhi,8k,0
10966,2020-04-01 17:39:00,Abhishek,Jharna ko 8k dena hai?,0
10967,2020-04-01 17:52:00,Abhishek,<Media omitted>,0
10968,2020-04-01 17:52:00,Abhishek,<Media omitted>,0
10969,2020-04-02 15:34:00,Amu Delhi,Bhoo,0
10970,2020-04-02 15:34:00,Amu Delhi,Tum insaan ho,0
10971,2020-04-02 15:34:00,Amu Delhi,Bhooooooo,0
10972,2020-04-02 15:34:00,Amu Delhi,Bandaru,0
10973,2020-04-02 15:35:00,Amu Delhi,Goti kyu polish kar rahe ho?,0
10974,2020-04-02 15:35:00,Amu Delhi,Ghis ghis ke chamkana hai kya unko?,0
10975,2020-04-02 15:35:00,Amu Delhi,Haat hatao wahan se,0
10976,2020-04-02 15:35:00,Amu Delhi,Lol,0
10977,2020-04-02 15:35:00,Amu Delhi,Hara ke rakha bhi kahan,0
10978,2020-04-02 15:36:00,Amu Delhi,Always worried abt goti. 😂😂,0
10979,2020-04-02 15:36:00,Amu Delhi,<Media omitted>,0
10980,2020-04-02 15:36:00,Amu Delhi,<Media omitted>,0
10981,2020-04-02 15:38:00,Amu Delhi,My husband when I am in meetings 👆🏻,0
10982,2020-04-02 15:38:00,Amu Delhi,See video,0
10983,2020-04-02 15:38:00,Amu Delhi,Play it,0
10984,2020-04-02 15:38:00,Amu Delhi,Kitna sahi aaya hai,0
10985,2020-04-02 15:38:00,Amu Delhi,Video,0
10987,2020-04-02 15:39:00,Amu Delhi,I will.keep it,0
10988,2020-04-02 15:39:00,Amu Delhi,Mujhe kaam aayegi 😉,0
10989,2020-04-02 15:40:00,Amu Delhi,Petu dukhne laga hai bubi,0
10990,2020-04-02 15:40:00,Amu Delhi,😟,0
10991,2020-04-02 15:40:00,Amu Delhi,Cramping ho raha hai bahot,0
10992,2020-04-06 18:26:00,Amu Delhi,<Media omitted>,0
10993,2020-04-06 18:26:00,Amu Delhi,<Media omitted>,0
10994,2020-04-07 10:16:00,Amu Delhi,<Media omitted>,0
10995,2020-04-10 20:25:00,Amu Delhi,<Media omitted>,0
10996,2020-04-10 20:25:00,Amu Delhi,I want,0
10998,2020-04-11 17:01:00,Abhishek,<Media omitted>,0
10999,2020-04-11 17:41:00,Amu Delhi,<Media omitted>,0
11000,2020-04-11 22:04:00,Amu Delhi,Shiva neeche aane ko keh raha hai,0
11001,2020-04-11 22:04:00,Amu Delhi,Call when don,0
11002,2020-04-11 22:04:00,Amu Delhi,Done,0
11004,2020-04-12 08:13:00,Amu Delhi,<Media omitted>,0
11005,2020-04-14 08:04:00,Amu Delhi,<Media omitted>,0
11006,2020-04-14 08:04:00,Amu Delhi,<Media omitted>,0
11007,2020-04-16 21:24:00,Amu Delhi,<Media omitted>,0
11008,2020-04-16 21:32:00,Amu Delhi,Ghummi chalna hai,0
11009,2020-04-16 21:32:00,Amu Delhi,😭😭😭😭😭,0
11010,2020-04-17 08:50:00,Amu Delhi,<Media omitted>,0
11011,2020-04-18 16:16:00,Amu Delhi,Boooo,0
11013,2020-04-18 16:16:00,Amu Delhi,🥺,0
11014,2020-04-18 16:19:00,Amu Delhi,<Media omitted>,0
11016,2020-04-18 16:26:00,Amu Delhi,💞,0
11017,2020-04-18 16:32:00,Amu Delhi,<Media omitted>,0
11018,2020-04-18 16:32:00,Amu Delhi,<Media omitted>,0
11019,2020-04-18 16:32:00,Amu Delhi,<Media omitted>,0
11020,2020-04-18 16:33:00,Amu Delhi,<Media omitted>,0
11021,2020-04-25 16:31:00,Amu Delhi,<Media omitted>,0
11023,2020-04-30 15:53:00,Amu Delhi,<Media omitted>,0
11024,2020-04-30 15:54:00,Amu Delhi,<Media omitted>,0
11025,2020-05-01 08:36:00,Amu Delhi,<Media omitted>,0
11026,2020-05-01 09:53:00,Amu Delhi,<Media omitted>,0
11027,2020-05-01 18:21:00,Abhishek,17460,0
11028,2020-05-01 18:46:00,Amu Delhi,Wow,0
11029,2020-05-01 19:15:00,Amu Delhi,Kahan Gaye be,0
11030,2020-05-02 22:09:00,Abhishek,Come down,0
11031,2020-05-04 10:50:00,Abhishek,*VERY IMPORTANT* *ANNOUNCEMENT* ,0
11032,2020-05-04 23:01:00,Amu Delhi,<Media omitted>,0
11033,2020-05-06 10:28:00,Abhishek,*VERY IMPORTANT* *ANNOUNCEMENT** ,0
11035,2020-05-06 10:28:00,Abhishek,"Dear All , ",0
11036,2020-05-06 10:28:00,Abhishek,*Announcement*,0
11037,2020-05-06 12:00:00,Abhishek,*Announcement* ,0
11038,2020-05-09 16:03:00,Abhishek,Sorry bol do mummy ko,0
11039,2020-05-09 16:04:00,Amu Delhi,Lite,0
11040,2020-05-09 16:06:00,Abhishek,"Thik hai, I will always remember this. Good luck",0
11041,2020-05-09 23:06:00,Amu Delhi,<Media omitted>,0
11042,2020-05-13 15:18:00,Amu Delhi,<Media omitted>,0
11043,2020-05-14 00:28:00,Amu Delhi,<Media omitted>,0
11044,2020-05-19 12:40:00,Amu Delhi,<Media omitted>,0
11045,2020-05-19 13:21:00,Amu Delhi,<Media omitted>,0
11046,2020-05-21 12:44:00,Abhishek,Niche Jharna wait kar rahi hai,0
11047,2020-05-21 15:47:00,Amu Delhi,Didn't tell mummy ko jharna ko.paise de rahi hu. Unko accha nai lagta,0
11049,2020-05-22 11:28:00,Amu Delhi,<Media omitted>,0
11050,2020-05-22 11:30:00,Amu Delhi,<Media omitted>,0
11051,2020-05-23 11:41:00,Amu Delhi,<Media omitted>,0
11052,2020-05-23 11:48:00,Amu Delhi,Ac Repair.vcf (file attached),0
11053,2020-05-24 13:41:00,Amu Delhi,Ganpatielectronics...Bank.of.india...Gurgaon...670430110000040....BKID0006704,0
11054,2020-05-24 14:02:00,Amu Delhi,<Media omitted>,0
11055,2020-05-29 19:18:00,Abhishek,Mere wallet le kar niche aa jao,0
11056,2020-05-30 11:32:00,Abhishek,https://photos.app.goo.gl/zK1D6c1jQkvKQJhg7,0
11057,2020-05-31 16:47:00,Amu Delhi,"B12, eye drop, pantop, pudin hara liquid, rantac",0
11058,2020-05-31 16:49:00,Amu Delhi,Quadriderm ointment,0
11059,2020-05-31 16:49:00,Amu Delhi,Razor,0
11060,2020-05-31 16:51:00,Amu Delhi,Dettol,0
11061,2020-05-31 16:52:00,Amu Delhi,Arjunarishth,0
11062,2020-05-31 16:52:00,Amu Delhi,Nariyal tel,0
11063,2020-05-31 21:39:00,Abhishek,Tofu add kardo,0
11064,2020-06-03 17:18:00,Amu Delhi,"Patanjali Atta, paneer - 3, doodh - 2, AA batter cell - 2",0
11065,2020-06-03 18:11:00,Amu Delhi,"Jau, ragi ka atta",0
11066,2020-06-03 18:15:00,Amu Delhi,"Ashwagandharisht, pancharisht, nariyal oil",0
11067,2020-06-03 18:17:00,Amu Delhi,Chawal,0
11068,2020-06-03 18:18:00,Amu Delhi,"Nail polish, mahavar, clip",0
11069,2020-06-03 18:19:00,Amu Delhi,Neurobion dissolving strip,0
11070,2020-06-03 18:22:00,Amu Delhi,Chia seeds,0
11071,2020-06-04 09:01:00,Abhishek,Vast of night,0
11072,2020-06-04 09:01:00,Abhishek,Contact,0
11073,2020-06-04 09:37:00,Amu Delhi,https://indianexpress.com/article/opinion/columns/a-new-frontier-spacex-isro-6439685/,0
11074,2020-06-04 21:10:00,Amu Delhi,<Media omitted>,0
11075,2020-06-04 21:12:00,Abhishek,<Media omitted>,0
11078,2020-06-05 08:40:00,Amu Delhi,<Media omitted>,0
11079,2020-06-05 08:40:00,Amu Delhi,<Media omitted>,0
11080,2020-06-06 13:42:00,Amu Delhi,<Media omitted>,0
11081,2020-06-06 13:43:00,Amu Delhi,Started since February bill,0
11082,2020-06-06 13:43:00,Amu Delhi,5 months bhara hai humne,0
11083,2020-06-06 13:43:00,Amu Delhi,Total 15k,0
11084,2020-06-06 13:43:00,Abhishek,4 month na,0
11085,2020-06-06 13:44:00,Abhishek,Ask guard if it is to be paid by owner,0
11086,2020-06-06 15:41:00,Abhishek,Tata nexon,0
11087,2020-06-06 15:41:00,Abhishek,Eco sports ford,0
11088,2020-06-06 15:41:00,Abhishek,Kias,0
11089,2020-06-06 15:42:00,Abhishek,Polo wolkswagan,0
11090,2020-06-06 17:02:00,Abhishek,<Media omitted>,0
11091,2020-06-06 17:19:00,Abhishek,<Media omitted>,0
11093,2020-06-07 19:40:00,Amu Delhi,-alka,0
11094,2020-06-07 20:11:00,Amu Delhi,<Media omitted>,0
11095,2020-06-07 20:11:00,Amu Delhi,Mummy ki dawai lani hai,0
11096,2020-06-07 20:11:00,Amu Delhi,Urgent,0
11097,2020-06-10 11:23:00,Amu Delhi,Corona Virus (Covid -19) Test Rs 4500,0
11098,2020-06-12 01:39:00,Abhishek,<Media omitted>,0
11099,2020-06-13 11:21:00,Amu Delhi,<Media omitted>,0
11100,2020-06-13 20:01:00,Abhishek,Amar Singh New Shiwani.vcf (file attached),0
11101,2020-06-13 21:56:00,Abhishek,Come,0
11102,2020-06-13 21:56:00,Amu Delhi,2 mins,0
11103,2020-06-14 13:30:00,Abhishek,<Media omitted>,0
11105,2020-06-14 14:53:00,Amu Delhi,My sexy,0
11106,2020-06-14 21:35:00,Amu Delhi,<Media omitted>,0
11107,2020-06-14 22:57:00,Abhishek,Amar Singh Guard.vcf (file attached),0
11108,2020-06-14 23:03:00,Abhishek,Guard aa raha h,0
11109,2020-06-14 23:03:00,Amu Delhi,Abhi?,0
11110,2020-06-14 23:04:00,Abhishek,Haa,0
11111,2020-06-14 23:04:00,Amu Delhi,Tum bhi aao phir,0
11112,2020-06-14 23:04:00,Amu Delhi,Awkward lagega,0
11113,2020-06-14 23:04:00,Amu Delhi,Mummy bhi so gayi hai,0
11114,2020-06-14 23:04:00,Amu Delhi,Bas uska kaam hone tak aa jao,0
11116,2020-06-18 00:39:00,Abhishek,<Media omitted>,0
11117,2020-06-18 18:50:00,Abhishek,RCT kara raha hu,0
11118,2020-06-19 09:27:00,Amu Delhi,<Media omitted>,0
11119,2020-06-19 11:19:00,Amu Delhi,Alka Goel.vcf (file attached),0
11120,2020-06-20 13:12:00,Amu Delhi,<Media omitted>,0
11121,2020-06-20 13:12:00,Amu Delhi,This message was deleted,0
11122,2020-06-20 13:12:00,Amu Delhi,L argin sachet 2x15d,0
11123,2020-06-20 13:13:00,Amu Delhi,Capsule Lycopene 1x15d,0
11124,2020-06-20 13:14:00,Amu Delhi,Tab meprate 10mg 2x15d,0
11125,2020-06-20 13:39:00,Abhishek,<Media omitted>,0
11126,2020-06-20 13:39:00,Amu Delhi,<Media omitted>,0
11127,2020-06-20 13:40:00,Abhishek,<Media omitted>,0
11128,2020-06-20 13:40:00,Abhishek,<Media omitted>,0
11129,2020-06-20 13:42:00,Amu Delhi,<Media omitted>,0
11130,2020-06-20 13:45:00,Amu Delhi,<Media omitted>,0
11131,2020-06-20 16:47:00,Abhishek,Decide on,0
11132,2020-06-20 17:12:00,Amu Delhi,Hyundai i20 asta option,0
11133,2020-06-20 17:13:00,Amu Delhi,Color - fiery red,0
11134,2020-06-20 18:03:00,Amu Delhi,Abs,0
11135,2020-06-20 18:03:00,Amu Delhi,Medicine leke aate hai,0
11136,2020-06-20 18:04:00,Amu Delhi,https://youtu.be/x-DC_vAotSQ,0
11138,2020-06-21 19:59:00,Amu Delhi,Doob doob 💔,0
11139,2020-06-21 22:07:00,Amu Delhi,Bubbu.. dinner?,0
11140,2020-06-21 22:22:00,Abhishek,Ek ghante me aaunga,0
11141,2020-06-21 22:22:00,Abhishek,Thoda dinner khaubga,0
11142,2020-06-21 22:22:00,Abhishek,Yaha thoda kha raha hu,0
11143,2020-06-21 22:35:00,Amu Delhi,Okie bubbu 😍😍😍,0
11144,2020-06-24 15:55:00,Amu Delhi,<Media omitted>,0
11145,2020-06-26 12:06:00,Abhishek,6396020735,0
11146,2020-06-27 10:57:00,Abhishek,Dental bill tumhare naam se banwaun na,0
11147,2020-06-27 10:57:00,Amu Delhi,Tum apne naam se hi banwao,0
11148,2020-06-27 10:57:00,Amu Delhi,Mil jayega,0
11149,2020-06-27 10:57:00,Amu Delhi,Tumahra bhi insurance hai na,0
11150,2020-06-27 10:57:00,Amu Delhi,Mere office me,0
11153,2020-06-27 22:22:00,Abhishek,Mere bike ka vehicle number batao dekh ke,0
11154,2020-06-27 22:29:00,Abhishek,<Media omitted>,0
11155,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11156,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11157,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11158,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11159,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11160,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11161,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11162,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11163,2020-06-27 22:30:00,Abhishek,<Media omitted>,0
11164,2020-06-28 14:19:00,Abhishek,https://www.linkedin.com/feed/update/urn:li:activity:6678681917333868544?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6678681917333868544%2C6682926925381431297%29,0
11165,2020-06-28 14:19:00,Abhishek,Don't comment or like on my comment,0
11166,2020-06-28 15:17:00,Amu Delhi,<Media omitted>,0
11167,2020-06-28 15:30:00,Abhishek,Sahi hai,0
11168,2020-06-28 15:30:00,Abhishek,Manga sakte hain,0
11169,2020-06-28 15:30:00,Amu Delhi,Haan toh charpai mat mangao,0
11170,2020-06-28 15:30:00,Amu Delhi,Is room.ka ek bed lag jayega wahan pe,0
11171,2020-06-28 15:30:00,Amu Delhi,Aur doosra bed bancony me laga dena,0
11172,2020-06-28 19:24:00,Abhishek,"Hi! DigiLocker is awesome. It provides documents such as Aadhaar, PAN, Driving License and Educational records in digital format at one place. DigiLocker issued documents are at par with original physical documents as per IT Act 2000.",0
11173,2020-06-28 21:26:00,Abhishek,Guard ko kyu call karti ho,0
11174,2020-06-28 23:04:00,Abhishek,You deleted this message,0
11175,2020-06-29 11:05:00,Abhishek,https://youtu.be/5VoCFO39c48,0
11176,2020-06-29 12:52:00,Abhishek,<Media omitted>,0
11177,2020-06-29 12:52:00,Abhishek,<Media omitted>,0
11178,2020-06-29 12:53:00,Abhishek,<Media omitted>,0
11179,2020-06-29 12:55:00,Amu Delhi,Hawwwtt,0
11194,2020-06-29 21:23:00,Abhishek,<Media omitted>,0
11195,2020-06-29 21:24:00,Abhishek,<Media omitted>,0
11196,2020-06-29 21:24:00,Abhishek,<Media omitted>,0
11197,2020-06-29 21:24:00,Abhishek,<Media omitted>,0
11198,2020-06-30 10:47:00,Amu Delhi,<Media omitted>,0
11199,2020-06-30 10:47:00,Amu Delhi,<Media omitted>,0
11200,2020-06-30 10:47:00,Amu Delhi,<Media omitted>,0
11201,2020-06-30 10:48:00,Amu Delhi,<Media omitted>,0
11202,2020-07-01 14:06:00,Abhishek,<Media omitted>,0
11203,2020-07-05 09:39:00,Amu Delhi,This message was deleted,0
11205,2020-07-06 09:07:00,Abhishek,https://www.instagram.com/p/CCQx-m0pUF2/?igshid=1i17lg04k8am7,0
11206,2020-07-06 09:07:00,Amu Delhi,<Media omitted>,0
11207,2020-07-06 15:45:00,Abhishek,<Media omitted>,0
11208,2020-07-07 10:41:00,Abhishek,Saloni Maid.vcf (file attached),0
11209,2020-07-07 17:38:00,Abhishek,Power cut for 10 min,0
11210,2020-07-07 17:38:00,Abhishek,Hoga,0
11211,2020-07-07 17:38:00,Abhishek,Subhash called,0
11213,2020-07-07 17:50:00,Abhishek,33955,0
11214,2020-07-07 17:51:00,Amu Delhi,?,0
11215,2020-07-07 17:51:00,Abhishek,Lite,0
11216,2020-07-07 17:51:00,Amu Delhi,K,0
11217,2020-07-08 09:04:00,Abhishek,<Media omitted>,0
11218,2020-07-08 09:05:00,Abhishek,<Media omitted>,0
11219,2020-07-08 11:13:00,Abhishek,Ho gaya order.,0
11220,2020-07-08 11:13:00,Abhishek,Kar diye,0
11221,2020-07-08 11:23:00,Amu Delhi,Cool,0
11222,2020-07-08 17:45:00,Abhishek,<Media omitted>,0
11224,2020-07-10 15:14:00,Amu Delhi,https://www.timesnownews.com/health/article/airborne-transmission-of-covid1-9-who-issues-new-guidelines-here-s-what-you-can-do-to-stay-safe/619268,0
11225,2020-07-11 09:27:00,Amu Delhi,Garbage bag,0
11226,2020-07-11 11:25:00,Amu Delhi,<Media omitted>,0
11227,2020-07-11 11:26:00,Amu Delhi,<Media omitted>,0
11228,2020-07-11 11:26:00,Amu Delhi,<Media omitted>,0
11229,2020-07-11 13:04:00,Abhishek,"Covid-19 IgG Test Rs 1000 (Dr, Prescription Not Required)",0
11230,2020-07-11 13:37:00,Amu Delhi,It is covid 19 ANTIGEN test. Not covid 19 test,0
11231,2020-07-12 19:44:00,Abhishek,<Media omitted>,0
11232,2020-07-12 19:44:00,Abhishek,<Media omitted>,0
11233,2020-07-12 19:44:00,Abhishek,33955,0
11234,2020-07-13 13:21:00,Abhishek,<Media omitted>,0
11235,2020-07-13 13:29:00,Amu Delhi,<Media omitted>,0
11236,2020-07-13 13:29:00,Amu Delhi,<Media omitted>,0
11237,2020-07-14 19:28:00,Abhishek,Lassi,0
11238,2020-07-14 22:49:00,Abhishek,https://www.cntraveller.in/story/uttarakhand-hotels-holiday-places-to-stay-in-mussoorie-rishikesh-binsar/,0
11239,2020-07-17 12:30:00,Abhishek,<Media omitted>,0
11240,2020-07-17 12:33:00,Abhishek,<Media omitted>,0
11241,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11242,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11243,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11244,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11245,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11246,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11247,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11248,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11249,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11250,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11251,2020-07-18 18:32:00,Abhishek,<Media omitted>,0
11252,2020-07-18 20:31:00,Amu Delhi,Inj hydrocort 100 mg...,0
11253,2020-07-21 22:35:00,Amu Delhi,Oye.. waiting for u.. time lagega kya tumko?,0
11254,2020-07-21 22:35:00,Amu Delhi,Dinner karna hai?,0
11255,2020-07-21 22:35:00,Amu Delhi,I want to go for walk,0
11256,2020-07-21 22:37:00,Abhishek,Coming,0
11259,2020-07-23 11:32:00,Abhishek,https://www.cnbc.com/2019/05/08/how-to-stop-google-from-tracking-web-history.html,0
11260,2020-07-23 14:05:00,Amu Delhi,Chawal la rahe ho?,0
11261,2020-07-23 22:33:00,Amu Delhi,<Media omitted>,0
11263,2020-07-24 17:43:00,Amu Delhi,<Media omitted>,0
11264,2020-07-24 17:43:00,Amu Delhi,<Media omitted>,0
11265,2020-07-24 17:44:00,Amu Delhi,<Media omitted>,0
11266,2020-07-24 22:40:00,Abhishek,Ams,0
11267,2020-07-24 22:40:00,Abhishek,So jao,0
